locality_id,year,pland_08,pland_09,pland_13,pland_02,pland_04,pland_00,pland_11,pland_05,pland_10,pland_01,pland_12,pland_14,pland_15,pland_03,pland_06
L1857862,2017,0.10526315789473684,0.8947368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0
L1857862,2019,0.10526315789473684,0.8947368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0
L1858999,2014,0.75,0.05,0,0,0.15,0,0,0.05,0,0,0,0,0,0,0
L1861380,2017,0.3157894736842105,0,0.5263157894736842,0,0,0,0.15789473684210525,0,0,0,0,0,0,0,0
L1861380,2019,0.2631578947368421,0.05263157894736842,0.5263157894736842,0,0,0,0.15789473684210525,0,0,0,0,0,0,0,0
L1862390,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1862390,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1862390,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1862390,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1862390,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1862390,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1862390,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1862476,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L1863258,2017,0,0,0.5238095238095238,0,0,0.23809523809523808,0.19047619047619047,0,0,0,0,0,0.047619047619047616,0,0
L1865408,2016,0.47368421052631576,0,0,0.05263157894736842,0,0.15789473684210525,0.2631578947368421,0,0,0.05263157894736842,0,0,0,0,0
L1865408,2017,0.47368421052631576,0,0,0.15789473684210525,0,0.15789473684210525,0.21052631578947367,0,0,0,0,0,0,0,0
L1865408,2019,0.47368421052631576,0,0,0.15789473684210525,0,0.15789473684210525,0.21052631578947367,0,0,0,0,0,0,0,0
L1865458,2016,0.3157894736842105,0,0,0,0.05263157894736842,0.3157894736842105,0,0.2631578947368421,0,0.05263157894736842,0,0,0,0,0
L1866305,2013,0.7142857142857143,0.047619047619047616,0,0,0,0,0,0,0.23809523809523808,0,0,0,0,0,0
L1868270,2017,0,0,0,0,0,0,0,0,0.05263157894736842,0,0.9473684210526315,0,0,0,0
L1869403,2017,0.5263157894736842,0,0,0.2631578947368421,0.05263157894736842,0,0,0,0,0.15789473684210525,0,0,0,0,0
L1869403,2018,0.5263157894736842,0,0,0.2631578947368421,0.05263157894736842,0,0,0,0,0.15789473684210525,0,0,0,0,0
L1869403,2019,0.5263157894736842,0,0,0.2631578947368421,0.05263157894736842,0,0,0,0,0.15789473684210525,0,0,0,0,0
L1871275,2013,0.4444444444444444,0.5,0,0,0,0,0,0,0,0.05555555555555555,0,0,0,0,0
L1871340,2013,0.15789473684210525,0.8421052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0
L1879793,2019,0.15789473684210525,0.05263157894736842,0.7894736842105263,0,0,0,0,0,0,0,0,0,0,0,0
L1882936,2013,0.05,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0
L1883570,2019,0.3157894736842105,0,0.10526315789473684,0,0,0.10526315789473684,0.3157894736842105,0,0,0.15789473684210525,0,0,0,0,0
L1885230,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1885230,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1885230,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1885230,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1885230,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1885797,2014,0.5789473684210527,0,0,0,0.42105263157894735,0,0,0,0,0,0,0,0,0,0
L1885817,2013,0.14285714285714285,0,0,0.5238095238095238,0,0,0,0,0,0.3333333333333333,0,0,0,0,0
L188838,2018,0.5714285714285714,0.2857142857142857,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
L188838,2019,0.5714285714285714,0.2857142857142857,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
L1888631,2013,0.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
L1888631,2014,0.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
L1888631,2015,0.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
L1888631,2016,0.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
L1888631,2017,0.95,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
L1889260,2013,0.19047619047619047,0.047619047619047616,0.09523809523809523,0,0,0.42857142857142855,0.19047619047619047,0,0.047619047619047616,0,0,0,0,0,0
L1889617,2016,0,0,0.7368421052631579,0,0,0.2631578947368421,0,0,0,0,0,0,0,0,0
L1889765,2017,0.55,0.35,0,0,0,0,0,0,0.1,0,0,0,0,0,0
L1889765,2018,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
L1890752,2017,0.5263157894736842,0.21052631578947367,0,0,0,0,0,0.15789473684210525,0,0,0.05263157894736842,0.05263157894736842,0,0,0
L1890880,2012,0.23809523809523808,0.42857142857142855,0.23809523809523808,0,0,0,0.09523809523809523,0,0,0,0,0,0,0,0
L1890880,2013,0.23809523809523808,0.42857142857142855,0.23809523809523808,0,0,0,0.09523809523809523,0,0,0,0,0,0,0,0
L1890880,2014,0.2857142857142857,0.38095238095238093,0.23809523809523808,0,0,0,0.09523809523809523,0,0,0,0,0,0,0,0
L1890880,2015,0.2857142857142857,0.38095238095238093,0.23809523809523808,0,0,0,0.09523809523809523,0,0,0,0,0,0,0,0
L1890880,2017,0.23809523809523808,0.42857142857142855,0.23809523809523808,0,0,0,0.09523809523809523,0,0,0,0,0,0,0,0
L1890880,2018,0.2857142857142857,0.3333333333333333,0.2857142857142857,0,0,0,0.09523809523809523,0,0,0,0,0,0,0,0
L1890880,2019,0.2857142857142857,0.3333333333333333,0.2857142857142857,0,0,0,0.09523809523809523,0,0,0,0,0,0,0,0
L1891212,2016,0.3684210526315789,0,0,0,0,0,0.2631578947368421,0.2631578947368421,0.10526315789473684,0,0,0,0,0,0
L1891212,2019,0.3684210526315789,0,0,0,0,0,0.3157894736842105,0.2631578947368421,0.05263157894736842,0,0,0,0,0,0
L1892152,2013,0.5,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0
L1892725,2015,0.21052631578947367,0.10526315789473684,0.6842105263157895,0,0,0,0,0,0,0,0,0,0,0,0
L1892725,2018,0.21052631578947367,0.10526315789473684,0.6842105263157895,0,0,0,0,0,0,0,0,0,0,0,0
L189329,2010,0,0,0.8,0,0,0.15,0.05,0,0,0,0,0,0,0,0
L189329,2012,0,0,0.8,0,0,0.15,0.05,0,0,0,0,0,0,0,0
L189329,2014,0,0,0.8,0,0,0.15,0.05,0,0,0,0,0,0,0,0
L189330,2016,0,0,0.4,0,0,0.45,0,0,0.15,0,0,0,0,0,0
L189403,2012,0.5238095238095238,0,0,0,0.3333333333333333,0,0,0.14285714285714285,0,0,0,0,0,0,0
L189415,2011,0.3,0,0,0.3,0.4,0,0,0,0,0,0,0,0,0,0
L189415,2015,0.1,0,0,0.3,0.6,0,0,0,0,0,0,0,0,0,0
L189415,2017,0.15,0,0,0.2,0.65,0,0,0,0,0,0,0,0,0,0
L189415,2018,0.15,0,0,0.15,0.7,0,0,0,0,0,0,0,0,0,0
L189415,2019,0.15,0,0,0.15,0.7,0,0,0,0,0,0,0,0,0,0
L189480,2011,0.7894736842105263,0,0,0,0,0,0,0.05263157894736842,0.10526315789473684,0.05263157894736842,0,0,0,0,0
L189480,2012,0.7894736842105263,0,0,0,0,0,0,0.05263157894736842,0.10526315789473684,0.05263157894736842,0,0,0,0,0
L189480,2013,0.8421052631578947,0,0,0,0,0,0,0.05263157894736842,0.10526315789473684,0,0,0,0,0,0
L189480,2015,0.8421052631578947,0,0,0,0,0,0,0.05263157894736842,0.10526315789473684,0,0,0,0,0,0
L189480,2016,0.8947368421052632,0,0,0,0,0,0,0.05263157894736842,0.05263157894736842,0,0,0,0,0,0
L189480,2017,0.8947368421052632,0,0,0,0,0,0,0.05263157894736842,0.05263157894736842,0,0,0,0,0,0
L189480,2018,0.8947368421052632,0,0,0,0,0,0,0.05263157894736842,0.05263157894736842,0,0,0,0,0,0
L189480,2019,0.8947368421052632,0,0,0,0,0,0,0.05263157894736842,0.05263157894736842,0,0,0,0,0,0
L1896631,2017,0.15789473684210525,0,0.05263157894736842,0,0,0.15789473684210525,0.5263157894736842,0,0,0.10526315789473684,0,0,0,0,0
L189725,2011,0.2857142857142857,0.047619047619047616,0,0,0.14285714285714285,0.23809523809523808,0.047619047619047616,0.047619047619047616,0,0,0.19047619047619047,0,0,0,0
L189725,2015,0.2857142857142857,0,0,0,0.14285714285714285,0.23809523809523808,0,0.047619047619047616,0,0.047619047619047616,0.19047619047619047,0.047619047619047616,0,0,0
L189725,2017,0.23809523809523808,0.047619047619047616,0,0,0.14285714285714285,0.23809523809523808,0,0,0,0.047619047619047616,0.19047619047619047,0.047619047619047616,0,0.047619047619047616,0
L189725,2018,0.2857142857142857,0.047619047619047616,0,0,0.14285714285714285,0.23809523809523808,0.047619047619047616,0,0,0,0.19047619047619047,0.047619047619047616,0,0,0
L1897300,2018,0.2631578947368421,0,0,0.10526315789473684,0,0.21052631578947367,0.3684210526315789,0.05263157894736842,0,0,0,0,0,0,0
L1898049,2014,0.15789473684210525,0.05263157894736842,0,0,0,0.05263157894736842,0.631578947368421,0.05263157894736842,0,0.05263157894736842,0,0,0,0,0
L1898560,2013,0.85,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0
L1899794,2013,0.38095238095238093,0.5238095238095238,0,0,0,0,0,0.047619047619047616,0.047619047619047616,0,0,0,0,0,0
L189981,2019,0.55,0,0,0,0.4,0,0,0.05,0,0,0,0,0,0,0
L1899894,2016,0.19047619047619047,0.09523809523809523,0.23809523809523808,0,0,0.3333333333333333,0.14285714285714285,0,0,0,0,0,0,0,0
L1899894,2017,0.19047619047619047,0.09523809523809523,0.23809523809523808,0,0,0.3333333333333333,0.14285714285714285,0,0,0,0,0,0,0,0
L1900292,2012,0.15,0.05,0.15,0,0,0.35,0.3,0,0,0,0,0,0,0,0
L1900581,2016,0.19047619047619047,0,0,0.23809523809523808,0,0,0,0,0,0.5714285714285714,0,0,0,0,0
L190061,2010,0.05,0,0,0,0.05,0.55,0.3,0.05,0,0,0,0,0,0,0
L190061,2017,0.05,0,0,0,0.05,0.55,0.35,0,0,0,0,0,0,0,0
L190061,2018,0.05,0,0,0,0.05,0.55,0.35,0,0,0,0,0,0,0,0
L190061,2019,0.05,0,0,0,0.05,0.55,0.35,0,0,0,0,0,0,0,0
L1900689,2013,0,0,0.8571428571428571,0,0,0.047619047619047616,0.09523809523809523,0,0,0,0,0,0,0,0
L1900902,2017,0.9047619047619048,0,0,0,0,0,0,0,0,0,0.09523809523809523,0,0,0,0
L1901597,2019,0.3157894736842105,0,0,0.6842105263157895,0,0,0,0,0,0,0,0,0,0,0
L190286,2010,0,0.05,0,0,0,0.45,0.5,0,0,0,0,0,0,0,0
L190286,2011,0,0.05,0,0,0,0.45,0.5,0,0,0,0,0,0,0,0
L190286,2012,0,0.05,0,0,0,0.45,0.5,0,0,0,0,0,0,0,0
L190286,2013,0,0.05,0,0,0,0.45,0.5,0,0,0,0,0,0,0,0
L190286,2014,0,0.05,0,0,0,0.45,0.5,0,0,0,0,0,0,0,0
L190286,2015,0,0.05,0,0,0,0.45,0.5,0,0,0,0,0,0,0,0
L190286,2016,0,0.05,0,0,0,0.45,0.5,0,0,0,0,0,0,0,0
L190286,2017,0.05,0.05,0,0,0,0.45,0.45,0,0,0,0,0,0,0,0
L190286,2018,0.05,0.05,0,0,0,0.45,0.45,0,0,0,0,0,0,0,0
L190286,2019,0.05,0.05,0,0,0,0.45,0.45,0,0,0,0,0,0,0,0
L1903137,2015,0.5263157894736842,0.21052631578947367,0.21052631578947367,0,0,0,0,0,0,0,0.05263157894736842,0,0,0,0
L1903137,2016,0.5263157894736842,0.21052631578947367,0.21052631578947367,0,0,0,0,0,0,0,0.05263157894736842,0,0,0,0
L1903789,2013,0.9473684210526315,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0
L1903789,2014,0.9473684210526315,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0
L1903789,2015,0.9473684210526315,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0
L1903789,2016,0.9473684210526315,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0
L1903789,2017,0.9473684210526315,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0
L1903789,2018,0.9473684210526315,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0
L1903789,2019,0.9473684210526315,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0
L1903862,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1903862,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1903862,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1903862,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1903862,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1903862,2018,0.8947368421052632,0.05263157894736842,0,0,0,0,0,0,0.05263157894736842,0,0,0,0,0,0
L1903862,2019,0.8947368421052632,0.05263157894736842,0,0,0,0,0,0,0.05263157894736842,0,0,0,0,0,0
L190692,2012,0,0.10526315789473684,0.631578947368421,0,0,0.15789473684210525,0.10526315789473684,0,0,0,0,0,0,0,0
L190692,2016,0,0.10526315789473684,0.631578947368421,0,0,0.15789473684210525,0.10526315789473684,0,0,0,0,0,0,0,0
L1907950,2013,0.05,0.35,0.15,0,0,0.25,0.15,0,0,0,0,0,0.05,0,0
L1907950,2016,0.05,0.3,0.15,0,0,0.25,0.15,0,0.05,0,0,0,0.05,0,0
L1907955,2016,0.05263157894736842,0.2631578947368421,0.05263157894736842,0,0,0.3684210526315789,0.15789473684210525,0,0,0.05263157894736842,0,0,0.05263157894736842,0,0
L1907955,2019,0.05263157894736842,0.21052631578947367,0.05263157894736842,0,0,0.3684210526315789,0.21052631578947367,0,0,0.05263157894736842,0,0,0.05263157894736842,0,0
L1908577,2013,0.9473684210526315,0,0,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0
L1909890,2013,0.8095238095238095,0.14285714285714285,0,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0
L1909890,2017,0.7619047619047619,0.19047619047619047,0,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0
L1910129,2014,0.5263157894736842,0,0,0,0,0,0.47368421052631576,0,0,0,0,0,0,0,0
L1911479,2016,0.5789473684210527,0.05263157894736842,0,0,0.10526315789473684,0,0,0.21052631578947367,0,0,0.05263157894736842,0,0,0,0
L1911922,2013,0.5263157894736842,0.21052631578947367,0.15789473684210525,0,0,0.10526315789473684,0,0,0,0,0,0,0,0,0
L1914226,2018,0,0,0.75,0,0,0.25,0,0,0,0,0,0,0,0,0
L191490,2015,0.2,0.15,0,0,0,0.05,0.45,0,0,0.15,0,0,0,0,0
L191490,2016,0.2,0.15,0,0,0,0.05,0.45,0,0,0.15,0,0,0,0,0
L191559,2012,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0
L191559,2015,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0
L191559,2016,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0
L191559,2017,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0
L1915611,2013,0,0,0.9,0,0,0.1,0,0,0,0,0,0,0,0,0
L1915655,2013,0.7894736842105263,0.05263157894736842,0.15789473684210525,0,0,0,0,0,0,0,0,0,0,0,0
L1915655,2014,0.7894736842105263,0.05263157894736842,0.15789473684210525,0,0,0,0,0,0,0,0,0,0,0,0
L1915655,2018,0.7894736842105263,0.05263157894736842,0.15789473684210525,0,0,0,0,0,0,0,0,0,0,0,0
L1915893,2014,0.47619047619047616,0.3333333333333333,0.09523809523809523,0,0.09523809523809523,0,0,0,0,0,0,0,0,0,0
L191614,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L191760,2010,0.47368421052631576,0,0,0,0,0,0.3157894736842105,0.05263157894736842,0.05263157894736842,0.10526315789473684,0,0,0,0,0
L191760,2011,0.47368421052631576,0,0,0,0,0,0.3157894736842105,0.05263157894736842,0.05263157894736842,0.10526315789473684,0,0,0,0,0
L191760,2012,0.42105263157894735,0,0,0,0,0,0.3684210526315789,0.05263157894736842,0.05263157894736842,0.10526315789473684,0,0,0,0,0
L191760,2013,0.42105263157894735,0,0,0,0,0,0.3684210526315789,0.05263157894736842,0,0.15789473684210525,0,0,0,0,0
L191760,2014,0.3684210526315789,0,0,0,0,0,0.3684210526315789,0.05263157894736842,0.05263157894736842,0.15789473684210525,0,0,0,0,0
L191760,2015,0.3684210526315789,0,0,0,0,0,0.3684210526315789,0.05263157894736842,0.05263157894736842,0.15789473684210525,0,0,0,0,0
L191760,2016,0.3684210526315789,0,0,0,0,0,0.42105263157894735,0.05263157894736842,0,0.15789473684210525,0,0,0,0,0
L191760,2017,0.3684210526315789,0,0,0,0,0,0.42105263157894735,0.05263157894736842,0.05263157894736842,0.10526315789473684,0,0,0,0,0
L191760,2018,0.3684210526315789,0,0,0,0,0,0.42105263157894735,0.05263157894736842,0.05263157894736842,0.10526315789473684,0,0,0,0,0
L1918867,2010,0.7,0.05,0,0,0,0,0,0,0.25,0,0,0,0,0,0
L1918867,2017,0.7,0.05,0,0,0,0,0,0,0.25,0,0,0,0,0,0
L1919526,2014,0,0.45,0.55,0,0,0,0,0,0,0,0,0,0,0,0
L1919548,2019,0.3,0,0.3,0,0.35,0,0,0,0.05,0,0,0,0,0,0
L192340,2012,0.8333333333333334,0.1111111111111111,0,0,0,0,0,0,0.05555555555555555,0,0,0,0,0,0
L192340,2018,0.7222222222222222,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0
L192340,2019,0.7222222222222222,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0
L1924187,2012,0.23809523809523808,0,0,0.047619047619047616,0,0.38095238095238093,0.23809523809523808,0,0,0.09523809523809523,0,0,0,0,0
L192473,2019,0,0.10526315789473684,0.8947368421052632,0,0,0,0,0,0,0,0,0,0,0,0
L1925248,2012,0.15789473684210525,0.05263157894736842,0,0.10526315789473684,0,0.10526315789473684,0.47368421052631576,0,0,0.10526315789473684,0,0,0,0,0
L1925610,2014,0.75,0.05,0.05,0,0.1,0,0,0,0,0.05,0,0,0,0,0
L1925610,2017,0.7,0.05,0.05,0,0.15,0,0,0.05,0,0,0,0,0,0,0
L1925610,2019,0.8,0,0.05,0,0.1,0,0,0.05,0,0,0,0,0,0,0
L1925640,2014,0.8421052631578947,0,0,0,0,0,0,0.10526315789473684,0,0.05263157894736842,0,0,0,0,0
L1925640,2017,0.7894736842105263,0,0,0,0,0,0,0.15789473684210525,0,0.05263157894736842,0,0,0,0,0
L1925640,2019,0.631578947368421,0,0,0,0.05263157894736842,0,0,0.2631578947368421,0,0.05263157894736842,0,0,0,0,0
L1925646,2017,0.75,0.1,0.05,0,0,0,0,0,0.1,0,0,0,0,0,0
L192846,2012,0.6842105263157895,0.05263157894736842,0,0,0,0,0,0,0.2631578947368421,0,0,0,0,0,0
L1929231,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1929231,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1929897,2012,0.10526315789473684,0.15789473684210525,0,0,0,0,0,0,0.3157894736842105,0,0.42105263157894735,0,0,0,0
L192995,2011,0,0,0.47368421052631576,0,0,0.5263157894736842,0,0,0,0,0,0,0,0,0
L1931477,2015,0.2631578947368421,0.05263157894736842,0,0.21052631578947367,0.10526315789473684,0,0,0.3157894736842105,0.05263157894736842,0,0,0,0,0,0
L1931477,2016,0.2631578947368421,0.05263157894736842,0,0.21052631578947367,0.10526315789473684,0,0,0.3157894736842105,0.05263157894736842,0,0,0,0,0,0
L1931477,2017,0.3684210526315789,0,0,0.21052631578947367,0.05263157894736842,0,0,0.3157894736842105,0.05263157894736842,0,0,0,0,0,0
L1931477,2019,0.42105263157894735,0,0,0.10526315789473684,0,0,0,0.42105263157894735,0.05263157894736842,0,0,0,0,0,0
L1931504,2018,0,0,0,0.05,0,0,0,0.35,0,0.6,0,0,0,0,0
L1931994,2013,0.3684210526315789,0.3684210526315789,0.2631578947368421,0,0,0,0,0,0,0,0,0,0,0,0
L1931994,2016,0.3684210526315789,0.3684210526315789,0.2631578947368421,0,0,0,0,0,0,0,0,0,0,0,0
L1931994,2019,0.42105263157894735,0.3157894736842105,0.2631578947368421,0,0,0,0,0,0,0,0,0,0,0,0
L193404,2014,0,0.125,0.875,0,0,0,0,0,0,0,0,0,0,0,0
L1934092,2016,0.23809523809523808,0,0,0.5238095238095238,0.19047619047619047,0,0,0,0,0.047619047619047616,0,0,0,0,0
L1937199,2013,0.8571428571428571,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0
L1937199,2014,0.8571428571428571,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0
L1937199,2015,0.8571428571428571,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0
L1937199,2016,0.9523809523809523,0,0,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0
L1937773,2014,0.21052631578947367,0.15789473684210525,0.5789473684210527,0,0,0,0,0,0,0,0,0.05263157894736842,0,0,0
L193794,2019,0.4444444444444444,0.4444444444444444,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0
L1938047,2015,0.2222222222222222,0.5555555555555556,0.05555555555555555,0,0.05555555555555555,0,0,0,0.1111111111111111,0,0,0,0,0,0
L1938678,2013,0,0,0,0.3157894736842105,0.5263157894736842,0,0,0,0,0.15789473684210525,0,0,0,0,0
L1938678,2014,0,0,0,0.3157894736842105,0.47368421052631576,0,0,0.05263157894736842,0,0.15789473684210525,0,0,0,0,0
L1938751,2014,0.42105263157894735,0.47368421052631576,0,0,0,0,0,0,0.05263157894736842,0,0.05263157894736842,0,0,0,0
L1938751,2015,0.47368421052631576,0.42105263157894735,0,0,0,0,0,0,0,0,0.10526315789473684,0,0,0,0
L1938751,2016,0.47368421052631576,0.42105263157894735,0,0,0,0,0,0,0,0,0.10526315789473684,0,0,0,0
L1938751,2017,0.47368421052631576,0.42105263157894735,0,0,0,0,0,0,0,0,0.10526315789473684,0,0,0,0
L1938751,2019,0.5263157894736842,0.3684210526315789,0,0,0,0,0,0,0,0,0.10526315789473684,0,0,0,0
L1940152,2013,0.35,0.1,0,0,0.55,0,0,0,0,0,0,0,0,0,0
L194078,2015,0,0.14285714285714285,0.5714285714285714,0,0,0.14285714285714285,0.09523809523809523,0,0.047619047619047616,0,0,0,0,0,0
L1941803,2018,0,0,0.5714285714285714,0,0,0.2857142857142857,0.047619047619047616,0,0.09523809523809523,0,0,0,0,0,0
L1941803,2019,0,0,0.5714285714285714,0,0,0.2857142857142857,0.047619047619047616,0,0.09523809523809523,0,0,0,0,0,0
L1942509,2014,0,0.7,0,0,0,0,0,0,0,0,0,0.3,0,0,0
L1942509,2015,0,0.65,0,0,0,0,0,0,0,0,0,0.35,0,0,0
L1942509,2016,0,0.65,0,0,0,0,0,0,0,0,0,0.35,0,0,0
L1942509,2017,0,0.8,0,0,0,0,0,0,0,0,0,0.2,0,0,0
L1942509,2018,0,0.85,0,0,0,0,0,0,0,0,0,0.15,0,0,0
L1942509,2019,0,0.85,0,0,0,0,0,0,0,0,0,0.15,0,0,0
L1942850,2016,0.05263157894736842,0,0.7368421052631579,0,0,0.05263157894736842,0.10526315789473684,0,0,0,0,0,0.05263157894736842,0,0
L194399,2014,0.10526315789473684,0,0.8947368421052632,0,0,0,0,0,0,0,0,0,0,0,0
L1944942,2019,0.05,0.85,0,0,0,0,0,0,0.1,0,0,0,0,0,0
L1945260,2018,0.09523809523809523,0.8095238095238095,0,0,0,0,0,0,0.09523809523809523,0,0,0,0,0,0
L1945260,2019,0.09523809523809523,0.8095238095238095,0,0,0,0,0,0,0.09523809523809523,0,0,0,0,0,0
L194615,2018,0.631578947368421,0.15789473684210525,0.21052631578947367,0,0,0,0,0,0,0,0,0,0,0,0
L194685,2011,0.23809523809523808,0.2857142857142857,0.38095238095238093,0,0,0.047619047619047616,0.047619047619047616,0,0,0,0,0,0,0,0
L1948437,2017,0.05263157894736842,0.21052631578947367,0.631578947368421,0,0,0.10526315789473684,0,0,0,0,0,0,0,0,0
L1948437,2018,0.05263157894736842,0.21052631578947367,0.631578947368421,0,0,0.10526315789473684,0,0,0,0,0,0,0,0,0
L1948437,2019,0.05263157894736842,0.21052631578947367,0.631578947368421,0,0,0.10526315789473684,0,0,0,0,0,0,0,0,0
L1948508,2013,0.3333333333333333,0.09523809523809523,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0
L1948508,2015,0.3333333333333333,0.09523809523809523,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0
L1948508,2016,0.3333333333333333,0.09523809523809523,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0
L1948508,2017,0.42857142857142855,0,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0
L1948508,2018,0.42857142857142855,0,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0
L1948712,2016,0.5263157894736842,0.10526315789473684,0.3157894736842105,0,0.05263157894736842,0,0,0,0,0,0,0,0,0,0
L1948712,2019,0.6842105263157895,0,0.3157894736842105,0,0,0,0,0,0,0,0,0,0,0,0
L1950053,2017,0.05,0.1,0,0,0,0.25,0.55,0,0.05,0,0,0,0,0,0
L1950896,2018,0,0.21052631578947367,0.7368421052631579,0,0,0,0.05263157894736842,0,0,0,0,0,0,0,0
L1951998,2015,0,0.05,0,0.1,0,0.25,0.55,0,0,0.05,0,0,0,0,0
L1953038,2019,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
L1953114,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1953114,2015,0.9523809523809523,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0,0,0
L1953413,2014,0.3157894736842105,0,0,0.15789473684210525,0,0.21052631578947367,0.2631578947368421,0,0,0.05263157894736842,0,0,0,0,0
L1953413,2016,0.3157894736842105,0,0,0.15789473684210525,0,0.21052631578947367,0.2631578947368421,0,0,0.05263157894736842,0,0,0,0,0
L1953693,2018,0.8421052631578947,0,0,0,0.05263157894736842,0,0,0,0.10526315789473684,0,0,0,0,0,0
L1953693,2019,0.8421052631578947,0,0,0,0.05263157894736842,0,0,0,0.10526315789473684,0,0,0,0,0,0
L1953912,2018,0.35,0,0.25,0,0,0.2,0.2,0,0,0,0,0,0,0,0
L195402,2013,0,0,0,0,0.23809523809523808,0.5238095238095238,0.23809523809523808,0,0,0,0,0,0,0,0
L1956687,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1956687,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L1957798,2013,0.2631578947368421,0.631578947368421,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0,0
L1957878,2017,0.38095238095238093,0.047619047619047616,0,0,0,0,0,0,0.5714285714285714,0,0,0,0,0,0
L1957878,2018,0.38095238095238093,0.047619047619047616,0,0,0,0,0,0,0.5714285714285714,0,0,0,0,0,0
L1957878,2019,0.38095238095238093,0.047619047619047616,0,0,0,0,0,0,0.5714285714285714,0,0,0,0,0,0
L1958248,2014,0.3684210526315789,0,0.3157894736842105,0,0,0,0.3157894736842105,0,0,0,0,0,0,0,0
L195964,2017,0.14285714285714285,0,0.09523809523809523,0,0,0.2857142857142857,0.47619047619047616,0,0,0,0,0,0,0,0
